X,stat.Text,stat.label
1458,TopCelebrity Trump Haters pls RTlxITWHAd merylstreep Michaelmoore presidenttrump katyp,neutral
1459,USA is now under new management PresidentTrumpteam MAGA PqhsbYdo,neutral
1460,Check your American privilege MAGA BoycottOscar FirstDays ProgressiveHaters PresidentTrump eOrhVBt,positive
1461,Pray for our Presidents Safety MAGA Pray for PresidentTrump TrumpUSA BCYMNikWa,neutral
1462,This just in Being Pres of the US is hard No one could have predicted Related Healthcare is complicated PresidentTru,negative
1463,MAGA Trump GabFam USA Earthquakes Patriot PresidentTrump AmericaFirst BPEarthWatchRepo QcZKkvw,positive
1464,MAGA Trump GabFam USA Patriot AmericaFirst PresidentTrumpBPEarthWatchReports Troll C lIIpbuYRP,positive
1465,DonnyVlad boiled or fried WRGNgTUqBL Trump trumpster Putin DonaldTrump scandal PresidentTrump,negative
1466,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
1467,Loyalty Dayk pairs of socks represent babies aborted by Planned Parenthood during PresidentTrumpdays U PSzxSRA,neutral
1468,The Senate shall have the sole Power to try all Impeachments When sitting for PresidentTrump,neutral
1469,You liberals try so hard to make PresidentTrump look badbut every day he just keeps on winning liberalsneverlearn,neutral
1470,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
1471,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
1472,America hasnt just trumped its sharted presidenttrump USElection,neutral
1473,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
1474,PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro,neutral
1475,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
1476,He is more conservative than dqCsvuctI,negative
1477,CTH,neutral
1478,PresidentTrumps first Dayscoverage of that look elsewhere POTUS wd still like this though,positive
1479,PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro,neutral
1480,PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome,positive
1481,PresidentTrump FirstDays RT if youre proud ofOrALuzcco,positive
1482,Say goodbye to globalism with PresidentTrump we MAGA and we stand strong with WorldMarine MarineLePen,positive
1483,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
1484,PresidentTrump declares MayDay as LoyaltyDay in America henceforth EtjYuOZV Constitution Freedom Equality Justice,positive
1485,And thats basically why PresidentTrump is one of the all time great Presidents WwsjOLqMkU,positive
1486,I Made My PromiseKeep My Promise,neutral
1487,PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA,neutral
1488,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
1489,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
1490,Thank you PresidentTrump for keeping our nd Amendment secure,positive
1491,I know Mormons that voted PresidentTrumpDidnt like iIIgMYAQR,positive
1492,Say goodbye to globalism with PresidentTrump we MAGA and we stand strong withWorldMarine MarineLePen i,positive
1493,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
1494,Say goodbye to globalism with PresidentTrump we MAGA and we stand strong withWorldMarine MarineLePen i,positive
1495,I Made My PromiseKeep My Promise,neutral
1496,Excellent At least not all presidential candidates need Russian money PresidentTrump LePen DUHtjXOM,neutral
1497,USA is now under new management PresidentTrumpteam MAGA FxdfrXvV,neutral
1498,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
1499,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
1500,PresidentTrump America wants you to BuildThatWallwe are looking forward to that beautiful physical bar,positive
1501,Trump begins nddays held hostage by Republican ltbgtCongressltbgt PresidentTrump RepublicanCongress mWuvPUZs,neutral
1502,I Made My PromiseKeep My Promise,neutral
1503,AMEN Yes PresidentTrump were looking forward to reelecting you inYou are doing your best to MAGA,positive
1504,ltbgtCongressltbgt Gives Itself Anothr WeekCraft Spendin Bill governmentshutdown PresidentTrump spendingbill stxZHwtvt,neutral
1505,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
1506,MAGA Trump PresidentTrump USA AmericaFirst PatriotThe White HouseReports FULL NEWS CO EuyVt,positive
1507,MAGA Trump PresidentTrump USA AmericaFirst PatriotThe White HouseReports FULL NEWS CO EuyVt,positive
1508,DonnyVlad boiled or fried WRGNgTUqBL Trump Putin DonaldTrump scandal PresidentTrump trumptrain,negative
1509,Could be the great DeMint can help out our wonderful PresidentTrump,positive
1510,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
1511,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
1512,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
1513,MAGA Trump PresidentTrump USA AmericaFirst PatriotThe White HouseReports FULL NEWS CO EuyVtACf,positive
1514,PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome,positive
1515,PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro,neutral
1516,I Made My PromiseKeep My Promise,neutral
1517,is the most mediocre president in my lifetimeMAGA Trump PresidentTrump,neutral
1518,Dear God,positive
1519,Thats right USA doesnt care AT ALL ABOUT PresidentTrump taxes Care way more about Obama spying on PresidentTrump duri,positive
1520,Dear God,positive
1521,Dear God,positive
1522,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
1523,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
1524,You have a lot of company that loves our PresidentTrump xJlTsxumr,positive
1525,Heres some information for the uninformed The economic growth under Obama was bad Facts PresidentTrump gGKGpDWKG,negative
1526,Trump signs stopgap spending bill to avert shutdown MAGA PresidentTrump TCOT OurPresident TrumpTrain Trump yaqpklpd,positive
1527,DonnyVlad boiled or fried WRGNgTUqBL Trump trumpster Putin DonaldTrump scandal PresidentTrump clueless,negative
1528,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
1529,DonnyVlad boiled or fried WRGNgTUqBL Trump trumpster Putin DonaldTrump scandal PresidentTrump,negative
1530,Thats right USA doesnt care AT ALL ABOUT PresidentTrump taxes Care way more about Obama spying on PresidentTrump duri,positive
1531,Thats right USA doesnt care AT ALL ABOUT PresidentTrump taxes Care way more about Obama spying on PresidentTrump duri,positive
1532,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
1533,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
1534,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
1535,PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro,neutral
1536,PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome,positive
1537,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
1538,Thats right USA doesnt care AT ALL ABOUT PresidentTrump taxes Care way more about Obama spying on pjyeBbJV,positive
1539,MTPresidentTrump Speaks From USS Gerald Ford Hats off to our wonderful militaryvets QUfViXa PJNET,positive
1540,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
1541,PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro,neutral
1542,BerkeleyProtest MAGAMARCH PresidentTrump DrainTheSw lsHERgTD,neutral
1543,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
1544,will always be a black day for America PresidentTrump,neutral
1545,I asked Google and Siri who is the president of the UnitedStates both said DonaldTrump and not Hillary Facts PresidentTrump,negative
1546,Hate what Yes he bombed EumtqwTlp,negative
1547,PresidentTrump theperps were Saudis Why not on banned list,negative
1548,USA is now under new management PresidentTrumpteam MAGA exNIEp,neutral
1549,PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro,neutral
1550,RT GIJoeOPS PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFir ht,neutral
1551,House FreedomCaucus endorses HealthPlan boosting GOP leadersPresidentTrump ObamaCare HealthCare ACA,positive
1552,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
1553,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
1554,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
1555,House FreedomCaucus endorses HealthPlan boosting GOP leadersPresidentTrump ObamaCare HealthCare ACA,positive
1556,I Made My PromiseKeep My Promise,neutral
1557,PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro,neutral
1558,PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro,neutral
1559,PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro,neutral
1560,Thank you DeeCee I love Nags Head PresidentTrump MAGA,positive
1561,LivePd,positive
1562,LivePd,positive
1563,House FreedomCaucus endorses HealthPlan boosting GOP leadersPresidentTrump ObamaCare HealthCare ACABxMnPu,positive
1564,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
1565,PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro,neutral
1566,PLZ presidentTrump Show Nk kindnesscompassionblow them off the map in a humane mannerlike theyd do us k,positive
1567,SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump,positive
1568,Thank you for your service You sir are truly the only one that can fix this mess Than,neutral
1569,Dear God,positive
1570,PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro,neutral
1571,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
1572,PresidentTrumps TaxReform that working Americans love but Liberals hate GpUgJZGf,neutral
1573,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
1574,PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro,neutral
1575,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
1576,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
1577,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
1578,Great job Thank you,positive
1579,The election of PresidentTrump had surprisingly little to do with the man himself It was a groundswell rejection of t,negative
1580,RT GIJoeOPS PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFir ht,neutral
1581,we need come gthrrealize PresidentTrump isnt threateningincinerate the American people for no reason,negative
1582,RT GIJoeOPS PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFir ht,neutral
1583,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
1584,auspol ObamaGateArchbishops asked PresidentTrump to investigate PopeFrancisnLynTWhf,neutral
1585,Was this in South Africa Leave my country you racist bitch MakeAmericaGreatAgain PresidentTrump,negative
1586,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
1587,RINOs are enemies of the people who elected PresidentTrumpSadly asskicking Trump was replaced ZatOlWbw,neutral
1588,PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro,neutral
1589,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
1590,PresidentTrumpMAGA,positive
